500.010	0.000000
501.860	0.025070
503.700	0.056363
505.540	0.088506
507.380	0.120303
509.230	0.150471
511.070	0.178997
512.910	0.205610
514.750	0.230587
516.600	0.255786
518.440	0.276859
520.280	0.290946
522.120	0.301174
523.970	0.310944
525.810	0.331071
527.650	0.371095
529.490	0.424063
531.330	0.480862
533.180	0.525480
535.020	0.544767
536.860	0.543399
538.700	0.519735
540.550	0.499047
542.390	0.523182
544.230	0.555055
546.070	0.535652
547.910	0.496323
549.760	0.485483
551.600	0.488088
553.440	0.480417
555.280	0.474824
557.130	0.487281
558.970	0.512183
560.810	0.542255
562.650	0.576623
564.500	0.612886
566.340	0.645642
568.180	0.670089
570.020	0.684890
571.870	0.679406
573.710	0.647361
575.550	0.613902
577.390	0.595290
579.230	0.581815
581.080	0.592632
582.920	0.595306
584.760	0.583069
586.600	0.573796
588.450	0.570494
590.290	0.556914
592.130	0.539841
593.970	0.523024
595.820	0.512455
597.660	0.517242
599.500	0.528278
601.340	0.529692
603.180	0.527362
605.030	0.532798
606.870	0.539732
608.710	0.539813
610.550	0.541068
612.400	0.554217
614.240	0.575952
616.080	0.602069
617.920	0.631426
619.760	0.660577
621.610	0.692362
623.450	0.727983
625.290	0.758775
627.130	0.777682
628.980	0.767603
630.820	0.711485
632.660	0.622274
634.500	0.518093
636.350	0.418550
638.190	0.344124
640.030	0.292620
641.870	0.255397
643.720	0.227445
645.560	0.202092
647.400	0.182055
649.240	0.171397
651.090	0.173728
652.930	0.191725
654.770	0.219698
656.610	0.250646
658.450	0.277169
660.300	0.291565
662.140	0.295993
663.980	0.296011
665.820	0.293974
667.660	0.293467
669.510	0.296281
671.350	0.302184
673.190	0.314678
675.030	0.336122
676.880	0.364040
678.720	0.395171
680.560	0.427399
682.400	0.457441
684.250	0.484006
686.090	0.506201
687.930	0.521920
689.770	0.529360
691.620	0.529222
693.460	0.522082
695.300	0.510149
697.140	0.495295
698.990	0.476617
700.830	0.453766
702.670	0.427073
704.510	0.394770
706.350	0.360592
708.200	0.325728
710.040	0.290100
711.880	0.256097
713.720	0.226606
715.570	0.202316
717.410	0.184530
719.250	0.176037
721.090	0.175623
722.930	0.176111
724.780	0.178566
726.620	0.209729
728.460	0.207516
730.300	0.232670
732.150	0.259559
733.990	0.290207
735.830	0.320138
737.670	0.348332
739.520	0.374006
741.360	0.393625
743.200	0.403188
745.040	0.390688
746.880	0.361019
748.730	0.316619
750.570	0.283540
752.410	0.248943
754.250	0.235611
756.100	0.229675
757.940	0.209969
759.780	0.178668
761.620	0.149627
763.470	0.125341
765.310	0.100099
