767.150	0.075106
768.990	0.057311
770.840	0.038425
772.680	0.021293
774.520	0.006848
776.360	0.000000
778.200	0.000000
780.050	0.000000
781.890	0.000000
783.730	0.000000
785.570	0.000000
787.420	0.013005
789.260	0.033530
791.100	0.053578
792.940	0.071646
794.780	0.089609
796.630	0.113133
798.470	0.129398
800.310	0.129411
802.150	0.127052
804.000	0.131898
805.840	0.170313
807.680	0.270776
809.520	0.408184
811.370	0.551021
813.210	0.668482
815.050	0.717196
816.890	0.709861
818.740	0.706554
820.580	0.691930
822.420	0.566363
824.260	0.513409
826.100	0.522859
827.950	0.561353
829.790	0.502428
831.630	0.396579
833.470	0.314452
835.320	0.262263
837.160	0.244878
839.000	0.259098
840.840	0.291941
842.680	0.335574
844.530	0.381317
846.370	0.425713
848.210	0.469722
850.050	0.508086
851.900	0.535559
853.740	0.552525
855.580	0.561613
857.420	0.566242
859.270	0.570412
861.110	0.572986
862.950	0.573822
864.790	0.576558
866.630	0.571829
868.480	0.556541
870.320	0.577040
872.160	0.618346
874.000	0.476007
875.850	0.587872
877.690	0.544476
879.530	0.527734
881.370	0.520595
883.220	0.524208
885.060	0.523190
886.900	0.519298
888.740	0.517089
890.590	0.511555
892.430	0.498023
894.270	0.475817
896.110	0.442364
897.950	0.400559
899.800	0.357184
901.640	0.304636
903.480	0.238821
905.320	0.169496
907.170	0.104914
909.010	0.073823
910.850	0.089447
912.690	0.130289
914.530	0.225608
916.380	0.324301
918.220	0.170079
920.060	0.247551
921.900	0.160609
923.750	0.118224
925.590	0.116739
927.430	0.151300
929.270	0.193949
931.120	0.232014
932.960	0.253350
934.800	0.260526
936.640	0.262183
938.490	0.260986
940.330	0.260622
942.170	0.260930
944.010	0.256186
945.860	0.247368
947.700	0.251483
949.540	0.233662
951.380	0.232272
953.220	0.233687
955.070	0.242075
956.910	0.255027
958.750	0.269653
960.590	0.290040
962.430	0.317637
964.280	0.349803
966.120	0.386538
967.960	0.409485
969.800	0.403435
971.650	0.380166
973.490	0.349845
975.330	0.345182
977.170	0.398338
979.020	0.488223
980.860	0.575941
982.700	0.613681
984.540	0.602746
986.380	0.550249
988.230	0.293169
990.070	0.312957
991.910	0.243274
993.760	0.251366
995.600	0.339632
997.440	0.422177
999.280	0.325303
1001.120	0.200243
1002.970	0.294758
1004.810	0.479336
1006.650	0.542617
1008.490	0.551383
1010.340	0.616622
1012.180	0.673832
1014.020	0.649252
1015.860	0.577132
1017.700	0.498949
1019.550	0.448413
1021.390	0.457247
1023.230	0.512450
1025.070	0.593222
1026.920	0.661968
1028.760	0.673957
1030.600	0.645839
1032.440	0.609150
1034.290	0.576917
1036.130	0.562249
1037.970	0.565800
1039.810	0.581390
1041.650	0.603527
1043.500	0.629167
1045.340	0.656575
1047.180	0.682409
1049.020	0.722675
1050.870	0.787104
1052.710	0.861396
1054.550	0.941406
1056.390	0.978778
1058.240	0.917891
1060.080	0.807173
1061.920	0.712987
1063.760	0.668272
1065.600	0.696165
1067.450	0.778075
1069.290	0.886078
1071.130	0.972782
1072.970	0.985149
1074.820	0.942617
1076.660	0.881494
1078.500	0.819830
1080.340	0.779477
1082.190	0.761883
1084.030	0.756827
1085.870	0.762579
1087.710	0.779406
1089.550	0.803978
1091.400	0.829986
1093.240	0.863708
1095.080	0.911769
1096.920	0.963778
1098.770	1.000000
1100.610	0.989702
1102.450	0.964327
1104.290	0.806647
1106.140	0.711835
1107.980	0.641687
1109.820	0.622770
1111.660	0.644324
1113.510	0.693466
1115.350	0.742527
1117.190	0.755995
1119.030	0.745145
1120.870	0.738200
1122.720	0.731949
1124.560	0.713050
1126.400	0.699552
1128.240	0.713410
1130.090	0.727778
1131.930	0.712003
1133.770	0.662202
1135.610	0.572973
1137.460	0.468077
1139.300	0.385799
1141.140	0.317086
1142.980	0.240771
1144.820	0.175082
1146.670	0.138129
1148.510	0.124472
1150.350	0.130348
1152.190	0.134276
1154.040	0.116353
1155.880	0.089938
1157.720	0.067085
1159.560	0.081711
1161.410	0.170022
1163.250	0.299690
1165.090	0.421067
1166.930	0.495102
1168.770	0.503048
1170.620	0.435463
1172.460	0.273128
1174.300	0.108942
1176.140	0.061831
1177.990	0.090141
1179.830	0.123331
1181.670	0.138962
1183.510	0.114856
1185.360	0.066142
1187.200	0.017861
1189.040	0.000000
1190.880	0.017597
1192.720	0.075335
1194.570	0.140910
1196.410	0.201839
1198.250	0.240527
1200.090	0.259358
1201.940	0.277999
1203.780	0.280164
1205.620	0.237427
1207.460	0.183976
1209.310	0.169735
1211.150	0.179418
1212.990	0.182716
1214.830	0.189801
1216.670	0.216248
1218.520	0.246496
1220.360	0.261687
1222.200	0.267836
1224.040	0.273897
1225.890	0.283407
1227.730	0.300317
1229.570	0.325234
1231.410	0.355599
1233.260	0.385632
1235.100	0.412022
1236.940	0.435061
1238.780	0.452795
1240.620	0.477582
1242.470	0.519237
1244.310	0.567831
1246.150	0.616611
1247.990	0.636394
1249.840	0.599811
1251.680	0.529203
1253.520	0.450389
1255.360	0.405692
1257.210	0.439441
1259.050	0.525092
1260.890	0.621621
1262.730	0.695115
1264.570	0.713332
1266.420	0.681556
1268.260	0.613688
1270.100	0.541210
1271.940	0.504047
1273.790	0.492171
1275.630	0.482719
1277.470	0.476655
1279.310	0.474400
1281.160	0.475405
1283.000	0.481149
1284.840	0.490241
1286.680	0.500620
1288.520	0.511611
1290.370	0.522680
1292.210	0.532850
1294.050	0.541811
1295.890	0.549375
1297.740	0.555631
1299.580	0.560322
1301.420	0.563661
1303.260	0.565805
1305.110	0.566832
1306.950	0.566732
1308.790	0.566172
1310.630	0.565093
1312.470	0.563319
1314.320	0.560856
1316.160	0.557138
1318.000	0.552355
1319.840	0.546597
1321.690	0.539794
1323.530	0.532007
1325.370	0.523953
1327.210	0.515631
1329.060	0.507198
1330.900	0.498801
1332.740	0.490767
1334.580	0.483466
1336.420	0.477244
1338.270	0.472127
1340.110	0.468256
1341.950	0.464423
1343.790	0.461068
1345.640	0.457930
1347.480	0.455543
1349.320	0.454135
1351.160	0.453782
1353.010	0.455046
1354.850	0.456446
1356.690	0.456808
1358.530	0.457198
1360.370	0.456792
1362.220	0.456711
1364.060	0.461470
1365.900	0.461605
1367.740	0.445415
1369.590	0.425108
1371.430	0.409734
1373.270	0.404380
1375.110	0.423522
1376.960	0.440238
1378.800	0.411025
1380.640	0.363385
1382.480	0.340710
1384.320	0.328105
1386.170	0.303567
1388.010	0.272222
1389.850	0.242213
1391.690	0.217750
1393.540	0.202883
1395.380	0.205337
1397.220	0.233481
1399.060	0.282065
1400.910	0.341225
1402.750	0.407529
1404.590	0.476445
1406.430	0.539738
1408.280	0.591703
1410.120	0.621535
1411.960	0.618901
1413.800	0.589285
1415.640	0.542868
1417.490	0.485068
1419.330	0.423134
1421.170	0.363265
1423.010	0.308393
1424.860	0.268865
1426.700	0.254023
1428.540	0.260295
1430.380	0.282010
1432.230	0.312778
1434.070	0.343484
1435.910	0.374448
1437.750	0.408705
1439.590	0.445536
1441.440	0.484981
1443.280	0.525146
1445.120	0.563275
1446.960	0.599663
1448.810	0.634488
1450.650	0.664158
1452.490	0.685697
1454.330	0.695847
1456.180	0.691711
1458.020	0.674782
1459.860	0.648781
1461.700	0.615096
1463.540	0.575590
1465.390	0.533818
1467.230	0.491909
1469.070	0.453051
1470.910	0.421731
1472.760	0.398954
1474.600	0.381340
1476.440	0.366944
1478.280	0.355652
1480.130	0.344680
1481.970	0.330561
1483.810	0.314044
1485.650	0.293268
1487.490	0.271696
1489.340	0.254573
1491.180	0.224959
1493.020	0.184400
1494.860	0.142239
1496.710	0.055003
1498.550	0.000000
1500.390	0.148463
1502.230	0.203510
1504.080	0.237935
1505.920	0.198290
1507.760	0.181043
1509.600	0.161235
1511.440	0.109183
1513.290	0.058286
1515.130	0.044703
1516.970	0.057166
1518.810	0.078527
1520.660	0.098573
1522.500	0.104613
1524.340	0.101871
1526.180	0.099227
1528.030	0.099658
1529.870	0.108930
1531.710	0.127209
1533.550	0.148765
1535.390	0.170147
1537.240	0.190202
1539.080	0.209184
1540.920	0.227390
1542.760	0.243217
1544.610	0.255865
1546.450	0.265573
1548.290	0.272799
1550.130	0.278356
1551.980	0.283484
1553.820	0.287495
1555.660	0.289920
1557.500	0.291050
1559.340	0.290832
1561.190	0.289507
1563.030	0.287347
1564.870	0.283888
1566.710	0.278899
1568.560	0.275002
1570.400	0.274609
1572.240	0.278890
1574.080	0.289039
1575.930	0.303810
1577.770	0.320093
1579.610	0.341600
1581.450	0.370822
1583.290	0.404139
1585.140	0.437715
1586.980	0.455541
1588.820	0.451624
1590.660	0.433258
1592.510	0.412137
1594.350	0.403340
1596.190	0.424982
1598.030	0.468588
1599.880	0.519816
1601.720	0.563586
1603.560	0.584996
1605.400	0.590259
1607.240	0.589850
1609.090	0.590820
1610.930	0.601573
1612.770	0.618620
1614.610	0.634524
1616.460	0.649784
1618.300	0.664638
1620.140	0.677993
1621.980	0.687227
1623.830	0.691126
1625.670	0.699160
1627.510	0.707003
1629.350	0.684367
1631.190	0.665215
1633.040	0.721671
1634.880	0.780045
1636.720	0.722442
1638.560	0.615935
1640.410	0.567209
1642.250	0.544883
1644.090	0.504300
1645.930	0.459198
1647.780	0.416199
1649.620	0.392973
1651.460	0.419826
1653.300	0.468526
1655.140	0.494290
1656.990	0.507842
1658.830	0.529378
1660.670	0.548089
1662.510	0.550656
1664.360	0.539667
1666.200	0.519548
1668.040	0.488231
1669.880	0.445043
1671.730	0.394945
1673.570	0.342028
1675.410	0.295233
1677.250	0.263293
1679.090	0.243036
1680.940	0.229289
1682.780	0.216938
1684.620	0.200192
1686.460	0.182001
1688.310	0.167661
1690.150	0.156563
1691.990	0.149679
1693.830	0.145911
1695.680	0.141741
1697.520	0.144019
1699.360	0.158377
1701.200	0.178533
1703.050	0.200119
1704.890	0.204483
1706.730	0.174543
1708.570	0.124201
1710.410	0.069771
1712.260	0.036908
1714.100	0.051267
1715.940	0.097955
1717.780	0.154412
1719.630	0.199436
1721.470	0.209622
1723.310	0.192638
1725.150	0.164359
1727.000	0.133087
1728.840	0.108524
1730.680	0.089950
1732.520	0.072254
1734.360	0.056518
1736.210	0.043535
1738.050	0.032928
1739.890	0.025361
1741.730	0.019729
1743.580	0.014766
1745.420	0.010443
1747.260	0.007372
1749.100	0.005665
1750.950	0.005678
1752.790	0.007285
1754.630	0.010167
1756.470	0.014850
1758.310	0.021156
1760.160	0.029502
1762.000	0.039663
1763.840	0.052198
1765.680	0.067699
1767.530	0.084606
1769.370	0.101311
1771.210	0.117920
1773.050	0.132367
1774.900	0.147500
1776.740	0.166166
1778.580	0.177969
1780.420	0.182333
1782.260	0.179844
1784.110	0.147228
1785.950	0.127393
1787.790	0.199619
1789.630	0.286029
1791.480	0.256337
1793.320	0.172250
1795.160	0.131340
1797.000	0.105668
1798.850	0.046886
1800.690	0.000000
1802.530	0.000000
1804.370	0.029989
1806.210	0.075417
1808.060	0.114075
1809.900	0.126575
1811.740	0.120208
1813.580	0.108184
1815.430	0.100917
1817.270	0.109432
1819.110	0.127654
1820.950	0.145256
1822.800	0.156125
1824.640	0.153018
1826.480	0.138879
1828.320	0.120220
1830.160	0.098787
1832.010	0.077150
1833.850	0.057633
1835.690	0.041490
1837.530	0.032381
1839.380	0.033977
1841.220	0.043949
1843.060	0.058964
1844.900	0.076848
1846.750	0.095268
1848.590	0.112214
1850.430	0.126970
1852.270	0.135407
1854.110	0.134524
1855.960	0.125270
1857.800	0.109173
1859.640	0.092805
1861.480	0.079931
1863.330	0.071118
1865.170	0.071940
1867.010	0.068256
1868.850	0.039796
1870.700	0.007750
1872.540	0.000000
1874.380	0.001394
1876.220	0.039695
1878.060	0.081978
1879.910	0.084932
1881.750	0.074931
1883.590	0.095260
1885.430	0.130456
1887.280	0.156654
1889.120	0.179449
1890.960	0.206285
1892.800	0.234231
1894.650	0.261053
1896.490	0.285537
1898.330	0.306068
